month,day_of_week,food_category,order_platform,payment_method,time_slot,items_ordered,order_value,discount_percent,prep_time_mins,delivery_time_mins,is_repeat_customer,distance_km,driver_rating,weather_condition,kitchen_load,customer_complaint_history,payment_failed_attempt,promo_code_used,order_status
Oct-23,Tuesday,Desserts,Zomato,Credit Card,Lunch (11am-2pm),6,1286.46,20,12,40,0,15.3,3.6,Clear,High,0,0,0,Delivered
Jun-23,Wednesday,Burgers,Direct App,Cash on Delivery,Late Night (11pm-2am),3,305.88,0,20,20,0,10.1,4.5,Clear,Very High,1,0,0,Delivered
Sep-24,Monday,Pasta,Website,UPI,Dinner (8-11pm),2,1007.26,0,24,49,0,24.3,4.7,Cloudy,Low,1,0,0,Delivered
Sep-24,Wednesday,South Indian,Swiggy,UPI,Afternoon (2-5pm),4,694.8,0,19,22,0,21.2,4.9,Clear,Medium,1,0,1,Delivered
Sep-23,Thursday,Healthy Bowls,Zomato,Debit Card,Dinner (8-11pm),1,174.32,0,13,45,0,21.1,4.5,Clear,High,0,0,0,Delivered
Oct-24,Wednesday,Burgers,Website,Wallet,Lunch (11am-2pm),5,936.8,20,16,42,0,12.2,3.3,Clear,Medium,1,0,0,Delivered
Jun-23,Thursday,South Indian,Swiggy,Wallet,Dinner (8-11pm),4,978.08,10,16,30,0,11,4.2,Stormy,Medium,1,0,0,Refunded
Nov-24,Tuesday,Pizza,Zomato,Wallet,Dinner (8-11pm),2,1154.3,5,15,35,0,7.6,3.6,Cloudy,Medium,1,2,0,Delivered
Mar-23,Monday,Beverages,Website,Wallet,Afternoon (2-5pm),4,701.32,5,6,35,0,2.4,3.1,Cloudy,Low,0,0,0,Delivered
Jan-24,Monday,Healthy Bowls,Direct App,UPI,Morning (7-11am),5,1189.85,5,19,22,0,21.8,4.6,Cloudy,Medium,0,0,0,Delivered
May-23,Monday,Beverages,Zomato,Wallet,Evening (5-8pm),5,289.3,15,10,35,0,20.5,2.6,Clear,Low,0,0,0,Delivered
Aug-24,Thursday,Pizza,Zomato,Wallet,Evening (5-8pm),6,2710.62,0,28,58,0,25,4.8,Clear,High,1,0,0,Refunded
Mar-23,Friday,Pasta,Direct App,Cash on Delivery,Dinner (8-11pm),1,207.38,25,19,16,0,24.9,3.7,Rainy,Medium,2,2,0,Cancelled
Nov-24,Wednesday,Pizza,Direct App,Wallet,Evening (5-8pm),4,1289.28,5,30,16,0,14.3,4.1,Clear,Low,0,0,0,Delivered
Aug-24,Tuesday,Pizza,Swiggy,Credit Card,Late Night (11pm-2am),4,919.2,15,21,53,0,19.5,4.1,Clear,Medium,2,0,0,Delivered
Jan-24,Thursday,Chinese,Website,Credit Card,Evening (5-8pm),5,1206.25,0,16,18,0,23.7,4.7,Clear,Medium,0,0,1,Delivered
Feb-23,Tuesday,Chinese,Website,Credit Card,Lunch (11am-2pm),6,2345.34,0,25,33,0,21.4,4.1,Clear,High,1,0,0,Delivered
Apr-24,Monday,Chinese,Zomato,UPI,Late Night (11pm-2am),6,1860.6,0,20,26,0,6.9,4,Stormy,Medium,2,1,0,Cancelled
Dec-24,Monday,Chinese,Swiggy,Wallet,Afternoon (2-5pm),5,1592.45,10,22,39,0,11.8,2.7,Clear,Medium,0,0,1,Delivered
May-24,Sunday,Chinese,Swiggy,Wallet,Morning (7-11am),4,1211.56,0,22,34,0,4.1,3.8,Cloudy,High,0,0,1,Delivered
Aug-23,Wednesday,Pasta,Website,Cash on Delivery,Dinner (8-11pm),4,1178.72,10,27,28,0,23.9,2.9,Clear,Medium,0,0,0,Delivered
Feb-24,Sunday,Pasta,Zomato,Wallet,Afternoon (2-5pm),5,2187.85,15,19,25,0,15.5,4.3,Stormy,Low,1,0,0,Refunded
Feb-23,Sunday,Beverages,Direct App,Credit Card,Lunch (11am-2pm),5,307.3,0,8,27,0,6.5,3.8,Clear,Medium,0,1,0,Delivered
Aug-24,Tuesday,Burgers,Direct App,Debit Card,Evening (5-8pm),6,990.66,0,13,69,0,17.1,4.2,Clear,Very High,0,0,0,Delivered
Jun-24,Sunday,Healthy Bowls,Zomato,Debit Card,Evening (5-8pm),6,2704.56,5,17,19,0,15.8,2.6,Cloudy,Medium,2,0,0,Delivered
Jul-24,Wednesday,Beverages,Swiggy,Cash on Delivery,Evening (5-8pm),6,1017.36,0,6,57,0,9.6,2.7,Cloudy,Medium,0,0,1,Delivered
Jan-23,Saturday,Healthy Bowls,Zomato,Cash on Delivery,Dinner (8-11pm),4,1818.44,20,13,37,0,3.7,4.3,Clear,Low,2,0,1,Refunded
Nov-23,Sunday,Desserts,Zomato,UPI,Evening (5-8pm),3,271.08,15,7,41,0,17.1,2.7,Clear,Low,0,0,0,Delivered
Jul-24,Wednesday,Biryani,Website,Cash on Delivery,Dinner (8-11pm),5,1754.8,0,24,44,0,13.5,2.7,Clear,Medium,0,0,0,Delivered
Jan-24,Wednesday,Healthy Bowls,Swiggy,Wallet,Afternoon (2-5pm),6,2401.44,25,17,24,0,19.5,2.5,Clear,Medium,0,0,0,Delivered
Jun-23,Friday,Pizza,Zomato,Credit Card,Evening (5-8pm),5,2469.75,25,18,55,0,13.5,4.9,Clear,Low,0,0,0,Delivered
Dec-24,Wednesday,Desserts,Swiggy,Wallet,Evening (5-8pm),5,669,20,13,34,0,21.5,4.3,Clear,Very High,1,0,0,Delivered
May-24,Wednesday,Wraps & Rolls,Direct App,Debit Card,Afternoon (2-5pm),5,1091.25,20,9,22,0,14.2,3.4,Clear,High,1,2,1,Cancelled
Nov-24,Thursday,Desserts,Zomato,Wallet,Evening (5-8pm),6,795,0,9,30,0,14.5,3.2,Clear,Medium,1,0,0,Delivered
Aug-24,Sunday,Chinese,Zomato,Cash on Delivery,Dinner (8-11pm),6,2289.18,5,25,31,0,22,3.4,Cloudy,High,0,0,1,Delivered
Aug-24,Sunday,Healthy Bowls,Swiggy,UPI,Afternoon (2-5pm),6,2776.5,0,14,40,0,10.7,4.4,Stormy,Low,0,0,1,Delivered
Aug-23,Tuesday,Desserts,Swiggy,Credit Card,Morning (7-11am),4,723.64,5,14,17,0,4.2,4.2,Cloudy,Medium,1,0,1,Delivered
Jun-24,Thursday,Pizza,Swiggy,Cash on Delivery,Lunch (11am-2pm),2,1125.84,0,30,37,0,1.7,3,Clear,High,0,0,0,Delivered
Jan-23,Thursday,Pasta,Website,Cash on Delivery,Late Night (11pm-2am),3,950.46,25,25,26,0,19.1,2.9,Clear,High,0,1,0,Cancelled
Apr-23,Monday,Healthy Bowls,Zomato,Credit Card,Afternoon (2-5pm),2,520.96,10,19,47,0,15.9,2.7,Stormy,High,1,0,0,Refunded
Sep-23,Sunday,Desserts,Website,Credit Card,Evening (5-8pm),3,337.35,15,14,52,0,17.9,4.2,Clear,Medium,1,0,0,Refunded
Jul-24,Saturday,South Indian,Website,UPI,Morning (7-11am),3,654.6,0,15,35,0,6.1,4.4,Clear,Very High,1,0,0,Delivered
Jul-23,Sunday,Wraps & Rolls,Zomato,Cash on Delivery,Evening (5-8pm),3,496.77,10,12,38,0,4.3,3.2,Cloudy,Low,1,0,0,Delivered
Mar-24,Wednesday,Biryani,Swiggy,Credit Card,Afternoon (2-5pm),3,824.22,0,21,42,0,1.3,2.6,Cloudy,High,0,0,0,Delivered
Aug-23,Monday,Chinese,Swiggy,Credit Card,Morning (7-11am),1,352.96,0,17,43,0,9.4,2.7,Cloudy,Very High,1,0,0,Delivered
May-23,Tuesday,Wraps & Rolls,Website,UPI,Morning (7-11am),4,703.24,0,9,29,0,15.2,4.9,Clear,Low,0,0,1,Delivered
Mar-23,Tuesday,Beverages,Direct App,Debit Card,Afternoon (2-5pm),6,806.46,15,4,36,0,10.4,3.2,Clear,High,0,0,0,Delivered
Sep-24,Monday,Beverages,Website,Credit Card,Morning (7-11am),6,768.18,0,6,33,0,11.5,4.4,Stormy,Low,0,0,0,Delivered
Sep-24,Friday,Burgers,Website,Wallet,Lunch (11am-2pm),2,629.34,10,14,26,0,22.7,4.1,Clear,Medium,1,0,0,Delivered
Sep-23,Friday,Desserts,Swiggy,UPI,Morning (7-11am),3,233.16,0,10,57,0,9.4,3.5,Cloudy,Medium,0,0,1,Delivered
Feb-24,Wednesday,Beverages,Direct App,Wallet,Lunch (11am-2pm),6,382.08,10,4,25,0,13.3,3,Cloudy,Medium,1,0,0,Delivered
Sep-23,Thursday,Wraps & Rolls,Website,Credit Card,Late Night (11pm-2am),6,645.78,25,17,32,0,19.8,2.8,Cloudy,Very High,0,0,0,Cancelled
Dec-24,Monday,South Indian,Website,Wallet,Evening (5-8pm),1,271.03,0,21,38,0,10.5,4,Clear,High,0,0,0,Delivered
Nov-23,Thursday,Desserts,Zomato,Debit Card,Dinner (8-11pm),6,528.96,15,6,17,0,15.9,4.4,Clear,Medium,3,0,1,Delivered
May-24,Sunday,Chinese,Swiggy,UPI,Dinner (8-11pm),1,364.08,15,15,25,0,21.7,4.1,Cloudy,High,1,0,1,Delivered
Feb-24,Saturday,Wraps & Rolls,Website,UPI,Afternoon (2-5pm),3,710.67,15,10,35,0,23.8,3.8,Rainy,Very High,0,0,0,Cancelled
Sep-23,Sunday,Beverages,Zomato,Debit Card,Lunch (11am-2pm),2,102.4,0,3,33,0,4.5,2.6,Stormy,Low,0,0,0,Delivered
Feb-23,Sunday,Chinese,Swiggy,UPI,Evening (5-8pm),1,261.91,0,20,21,0,23.2,4.9,Clear,Very High,0,0,0,Delivered
Jun-23,Friday,Wraps & Rolls,Zomato,Wallet,Afternoon (2-5pm),6,1470.06,20,8,24,0,12.8,4.5,Clear,Low,0,0,0,Delivered
Nov-24,Tuesday,Desserts,Zomato,Wallet,Afternoon (2-5pm),1,138.14,10,13,23,0,7.2,3.2,Stormy,High,0,0,1,Delivered
Sep-24,Monday,Healthy Bowls,Direct App,UPI,Afternoon (2-5pm),4,1164.04,0,11,36,0,12,4.9,Cloudy,Medium,0,1,1,Delivered
Mar-23,Monday,Wraps & Rolls,Website,Credit Card,Lunch (11am-2pm),1,101.74,5,16,24,0,24.5,4,Rainy,Low,0,0,1,Delivered
Sep-23,Friday,Burgers,Swiggy,Credit Card,Lunch (11am-2pm),3,690.72,5,14,31,0,12.8,4,Clear,Medium,1,0,0,Delivered
Mar-24,Friday,Desserts,Direct App,Debit Card,Dinner (8-11pm),5,442.3,0,9,22,0,8.9,4.4,Cloudy,High,1,0,0,Refunded
May-23,Monday,South Indian,Swiggy,Debit Card,Lunch (11am-2pm),4,439.08,0,20,27,0,16.2,4.5,Cloudy,Medium,1,0,0,Delivered
Apr-23,Wednesday,Pizza,Zomato,Cash on Delivery,Late Night (11pm-2am),4,1790.76,10,20,19,0,6.8,4.1,Cloudy,Low,0,0,1,Delivered
Aug-23,Friday,Pasta,Direct App,UPI,Morning (7-11am),5,2129.95,0,27,16,0,2.8,2.8,Clear,Medium,0,0,1,Delivered
Oct-24,Wednesday,Wraps & Rolls,Zomato,Cash on Delivery,Late Night (11pm-2am),3,670.5,25,13,40,0,4.1,3.3,Clear,Very High,1,0,0,Cancelled
Nov-24,Friday,Biryani,Swiggy,Debit Card,Morning (7-11am),5,2189.4,5,26,33,0,4.1,4.8,Cloudy,Medium,0,0,0,Delivered
May-24,Friday,South Indian,Zomato,UPI,Evening (5-8pm),5,1134.8,0,19,35,0,4.6,3.1,Clear,Medium,0,0,0,Delivered
Aug-24,Wednesday,Chinese,Direct App,Wallet,Dinner (8-11pm),2,620.04,0,16,62,0,4.3,3.4,Clear,Medium,1,0,0,Delivered
Mar-23,Saturday,Burgers,Direct App,Debit Card,Late Night (11pm-2am),2,622.7,0,16,35,0,16.4,3.6,Stormy,Low,0,0,1,Delivered
Jul-23,Thursday,Pizza,Website,Credit Card,Afternoon (2-5pm),4,1442.12,15,27,34,0,5.4,3.6,Clear,High,0,0,0,Delivered
Jul-24,Sunday,Desserts,Swiggy,Cash on Delivery,Afternoon (2-5pm),6,1124.34,25,13,33,0,9.3,4,Rainy,High,0,0,1,Delivered
Aug-24,Friday,Wraps & Rolls,Website,UPI,Dinner (8-11pm),3,350.79,0,13,46,0,22.5,4.9,Clear,Medium,1,0,0,Delivered
Sep-24,Friday,Desserts,Website,Credit Card,Late Night (11pm-2am),1,160.55,0,9,28,0,12.4,3.1,Cloudy,Medium,1,0,1,Delivered
Jan-24,Thursday,Biryani,Swiggy,Cash on Delivery,Lunch (11am-2pm),6,1545.72,10,24,34,0,17,2.8,Stormy,High,0,0,0,Delivered
Jun-24,Friday,Desserts,Direct App,Wallet,Evening (5-8pm),3,326.13,0,15,22,0,5.1,3,Clear,Medium,0,0,1,Delivered
Sep-23,Saturday,Chinese,Direct App,Wallet,Afternoon (2-5pm),3,1158.33,5,21,29,0,5.6,4.7,Clear,High,2,0,0,Delivered
Apr-24,Sunday,Wraps & Rolls,Swiggy,Debit Card,Morning (7-11am),4,846.32,25,10,37,0,2,4.1,Clear,High,1,1,0,Delivered
Jun-24,Wednesday,South Indian,Website,Debit Card,Late Night (11pm-2am),2,440.06,0,19,40,0,5.1,3.2,Clear,High,0,2,0,Cancelled
Aug-23,Monday,South Indian,Direct App,Credit Card,Morning (7-11am),3,476.85,5,19,38,0,7.7,4.5,Cloudy,Medium,0,0,0,Delivered
Jan-23,Sunday,Wraps & Rolls,Swiggy,Credit Card,Afternoon (2-5pm),3,570.69,10,13,44,0,5.2,4.7,Stormy,Medium,0,0,0,Delivered
Aug-24,Saturday,Biryani,Direct App,Cash on Delivery,Evening (5-8pm),6,1280.34,5,31,24,0,3.1,4.6,Clear,Very High,0,0,0,Delivered
Aug-24,Sunday,Pasta,Zomato,Credit Card,Afternoon (2-5pm),6,2645.64,10,28,50,0,3.9,4.8,Clear,Medium,1,0,1,Delivered
Apr-24,Thursday,Biryani,Website,Debit Card,Afternoon (2-5pm),3,1310.85,0,24,33,0,12.1,3.1,Clear,High,1,0,0,Refunded
May-23,Friday,South Indian,Zomato,UPI,Dinner (8-11pm),4,1010.52,0,21,39,0,6,4.4,Cloudy,Medium,1,0,1,Delivered
Dec-23,Wednesday,Desserts,Direct App,Wallet,Dinner (8-11pm),5,1024.5,10,10,45,0,9.7,3.7,Clear,High,0,1,1,Delivered
Oct-24,Saturday,Healthy Bowls,Direct App,Debit Card,Evening (5-8pm),6,2557.92,0,11,58,0,13.1,4.6,Cloudy,Medium,0,0,0,Delivered
Jun-24,Tuesday,South Indian,Swiggy,Credit Card,Evening (5-8pm),5,589.15,0,21,24,0,17.6,4.3,Cloudy,Low,0,0,1,Delivered
Jul-23,Tuesday,Chinese,Zomato,Debit Card,Lunch (11am-2pm),5,894.4,20,24,44,0,1.9,4.4,Cloudy,Low,1,0,0,Delivered
Oct-24,Wednesday,Desserts,Website,Credit Card,Evening (5-8pm),2,125.2,0,9,21,0,20.2,4.1,Clear,High,1,1,0,Refunded
Dec-24,Sunday,Burgers,Website,UPI,Late Night (11pm-2am),3,750.84,15,10,38,0,16.1,2.9,Cloudy,High,0,0,0,Delivered
Jan-23,Wednesday,Pasta,Zomato,UPI,Afternoon (2-5pm),6,2364.24,0,19,20,0,3,3.9,Clear,Medium,0,0,1,Delivered
Mar-24,Saturday,Healthy Bowls,Direct App,Credit Card,Morning (7-11am),3,1356.09,0,12,39,0,22,5,Clear,Medium,2,0,0,Refunded
Feb-23,Tuesday,Wraps & Rolls,Direct App,Cash on Delivery,Lunch (11am-2pm),4,447.52,15,11,26,0,23.1,4.8,Rainy,High,0,1,0,Cancelled
Jan-24,Wednesday,Wraps & Rolls,Website,UPI,Evening (5-8pm),3,747.9,25,8,32,0,2.5,2.6,Cloudy,Low,0,0,0,Delivered
Oct-23,Monday,Pizza,Direct App,Credit Card,Lunch (11am-2pm),6,2028.06,0,20,17,0,7.6,2.9,Clear,Medium,2,1,1,Cancelled
Jul-24,Thursday,Chinese,Website,Cash on Delivery,Dinner (8-11pm),2,771.2,0,19,40,0,20.3,2.8,Clear,Low,0,0,0,Delivered
Oct-23,Thursday,Biryani,Website,UPI,Evening (5-8pm),5,1324.85,20,20,36,0,19,4.3,Clear,Low,0,0,1,Delivered
May-24,Wednesday,Pasta,Website,Credit Card,Evening (5-8pm),3,723.81,0,24,21,0,5.4,4.5,Clear,Medium,1,0,1,Delivered
Feb-24,Wednesday,Chinese,Direct App,Wallet,Evening (5-8pm),6,1738.74,0,26,34,0,6,3,Clear,Medium,1,0,1,Refunded
Sep-23,Tuesday,Pizza,Direct App,UPI,Evening (5-8pm),1,483.54,0,16,43,0,9.9,3.8,Clear,Low,1,0,1,Delivered
Jan-24,Thursday,South Indian,Website,Credit Card,Lunch (11am-2pm),3,722.28,20,21,47,0,12.6,4.6,Clear,Medium,1,1,1,Delivered
Jan-24,Friday,Beverages,Direct App,Wallet,Afternoon (2-5pm),6,750.12,0,5,45,0,15.8,4.3,Cloudy,Medium,1,0,0,Delivered
May-23,Sunday,Healthy Bowls,Direct App,Wallet,Lunch (11am-2pm),3,880.95,0,20,28,0,9.9,3.9,Cloudy,Medium,0,0,0,Delivered
Apr-24,Friday,Healthy Bowls,Swiggy,Debit Card,Lunch (11am-2pm),6,1681.92,0,14,31,0,12.1,4,Cloudy,Medium,0,0,0,Delivered
Nov-23,Wednesday,Desserts,Swiggy,Credit Card,Lunch (11am-2pm),6,1275.9,0,5,35,0,18.9,3.8,Clear,High,1,0,0,Refunded
Aug-24,Saturday,Healthy Bowls,Direct App,Wallet,Late Night (11pm-2am),3,512.91,25,14,35,0,1.9,3.2,Stormy,Low,1,0,0,Cancelled
Apr-24,Tuesday,Wraps & Rolls,Direct App,UPI,Morning (7-11am),3,778.17,20,17,17,0,7.1,3.9,Rainy,Medium,0,0,0,Delivered
Mar-23,Sunday,Burgers,Website,Wallet,Lunch (11am-2pm),3,627.78,20,17,45,0,18.1,4.2,Rainy,Low,0,0,0,Delivered
May-24,Tuesday,Chinese,Direct App,UPI,Lunch (11am-2pm),3,1017.87,0,26,41,0,22.5,4.7,Rainy,Low,0,0,1,Delivered
Mar-24,Thursday,Burgers,Swiggy,Cash on Delivery,Lunch (11am-2pm),2,528.74,0,16,29,0,13.3,4.1,Stormy,Medium,0,2,0,Cancelled
Nov-23,Tuesday,Healthy Bowls,Swiggy,Debit Card,Afternoon (2-5pm),1,363.81,5,20,24,0,13.8,4.4,Cloudy,Medium,0,0,1,Delivered
Jul-24,Saturday,Pizza,Zomato,Wallet,Morning (7-11am),1,504.31,0,22,38,0,3.6,2.9,Clear,High,0,1,0,Cancelled
Aug-24,Tuesday,Biryani,Swiggy,UPI,Dinner (8-11pm),2,663.3,0,29,30,0,11.7,3.7,Cloudy,Medium,2,0,0,Delivered
Jan-24,Saturday,South Indian,Website,Credit Card,Afternoon (2-5pm),5,1337.3,0,13,32,0,13.8,2.5,Cloudy,Very High,0,0,1,Delivered
Mar-23,Thursday,Beverages,Swiggy,Credit Card,Late Night (11pm-2am),3,152.04,25,3,24,0,6.8,3.1,Cloudy,Low,0,0,0,Delivered
Oct-24,Tuesday,Chinese,Zomato,Wallet,Morning (7-11am),4,1119.24,0,27,40,0,7.5,4.3,Cloudy,Low,1,0,0,Delivered
May-23,Thursday,Wraps & Rolls,Website,Cash on Delivery,Evening (5-8pm),6,887.46,0,12,22,0,10.1,5,Clear,Low,0,1,0,Delivered
Jul-24,Sunday,Pizza,Zomato,Debit Card,Morning (7-11am),2,1009.44,0,16,30,0,1.5,2.7,Clear,Low,0,0,0,Delivered
Jul-23,Monday,Wraps & Rolls,Swiggy,Cash on Delivery,Lunch (11am-2pm),1,248.25,0,12,55,0,8.7,3.5,Stormy,Medium,1,0,1,Refunded
Aug-24,Saturday,Beverages,Website,Cash on Delivery,Late Night (11pm-2am),3,171.6,0,5,24,0,6.1,4.5,Cloudy,High,0,1,1,Delivered
Apr-23,Tuesday,Wraps & Rolls,Website,UPI,Lunch (11am-2pm),4,1013.8,0,14,25,0,8.9,3,Cloudy,Low,1,0,0,Delivered
Apr-24,Sunday,Chinese,Zomato,Wallet,Morning (7-11am),3,539.22,10,21,24,0,3.9,3.9,Clear,Very High,0,0,0,Delivered
Mar-24,Wednesday,Pasta,Direct App,Credit Card,Afternoon (2-5pm),5,2556.95,0,18,25,0,22.4,4.3,Clear,High,2,0,0,Refunded
Apr-24,Monday,South Indian,Zomato,Credit Card,Dinner (8-11pm),1,90.09,0,22,43,0,15.2,4,Rainy,Medium,1,1,0,Cancelled
Jun-24,Saturday,Beverages,Zomato,Wallet,Afternoon (2-5pm),6,973.56,20,6,22,0,17.3,3,Cloudy,Low,1,0,0,Delivered
Oct-23,Thursday,Desserts,Swiggy,UPI,Lunch (11am-2pm),1,92.51,0,10,32,0,19.9,3.4,Rainy,Low,2,0,0,Cancelled
Mar-23,Thursday,Burgers,Swiggy,Debit Card,Lunch (11am-2pm),6,1463.04,5,12,38,0,13,4.5,Clear,Low,3,0,0,Delivered
Jun-23,Monday,Pizza,Direct App,Debit Card,Morning (7-11am),6,2710.44,10,30,20,0,3.1,3.9,Cloudy,Low,2,1,0,Cancelled
Jul-24,Wednesday,Desserts,Direct App,Credit Card,Morning (7-11am),5,415.15,5,13,43,0,13.9,2.5,Clear,Medium,1,0,0,Delivered
Aug-24,Friday,Biryani,Website,UPI,Dinner (8-11pm),5,1335.9,10,29,15,0,15.1,4.4,Cloudy,Medium,0,0,1,Delivered
Aug-23,Monday,South Indian,Swiggy,Wallet,Dinner (8-11pm),5,987.4,20,21,40,0,18.9,2.6,Clear,Medium,0,0,0,Delivered
Jan-24,Wednesday,Burgers,Website,Credit Card,Dinner (8-11pm),4,808.8,0,11,33,0,11.4,4.4,Clear,Very High,0,1,1,Cancelled
Dec-24,Sunday,South Indian,Direct App,UPI,Lunch (11am-2pm),3,302.79,5,12,17,0,4.1,3,Cloudy,High,1,1,1,Cancelled
Sep-23,Friday,Desserts,Direct App,Wallet,Evening (5-8pm),1,63.11,0,12,28,0,7.8,4.9,Stormy,Very High,1,2,0,Cancelled
Aug-23,Wednesday,Burgers,Direct App,Debit Card,Dinner (8-11pm),3,965.19,25,13,39,0,9.7,3.4,Clear,Low,0,0,0,Delivered
Feb-24,Sunday,Burgers,Website,Cash on Delivery,Afternoon (2-5pm),6,1003.32,0,10,57,0,16.5,3.3,Rainy,Medium,0,0,1,Delivered
Dec-24,Monday,Pizza,Direct App,UPI,Morning (7-11am),3,690.75,0,29,19,0,14.7,2.9,Clear,Medium,0,0,1,Delivered
Jun-23,Sunday,Pizza,Swiggy,UPI,Morning (7-11am),2,1007.52,0,16,31,0,9.5,3.3,Clear,Low,2,1,1,Cancelled
Jul-24,Monday,Chinese,Swiggy,Debit Card,Evening (5-8pm),2,321.5,0,21,36,0,24.7,4.7,Clear,Low,0,0,0,Delivered
Aug-23,Tuesday,Healthy Bowls,Zomato,UPI,Dinner (8-11pm),2,490.74,0,20,59,0,15.5,5,Clear,High,0,0,1,Delivered
Apr-23,Thursday,Biryani,Zomato,UPI,Lunch (11am-2pm),2,421.84,10,29,20,0,6.7,3.4,Cloudy,High,0,0,0,Delivered
Oct-24,Thursday,Pizza,Swiggy,Credit Card,Morning (7-11am),6,1943.22,5,22,18,0,3.4,3.6,Clear,Medium,0,0,1,Refunded
Feb-23,Tuesday,Beverages,Website,Wallet,Lunch (11am-2pm),3,449.34,5,3,33,0,4.7,4.3,Clear,Medium,0,0,1,Delivered
Aug-23,Saturday,South Indian,Website,Cash on Delivery,Afternoon (2-5pm),1,231.73,15,13,15,0,6.9,4.7,Stormy,Medium,1,0,0,Delivered
Apr-24,Thursday,Burgers,Direct App,Debit Card,Morning (7-11am),2,580.76,0,11,45,0,4.9,4,Clear,Low,1,0,1,Delivered
Dec-24,Thursday,South Indian,Website,Credit Card,Lunch (11am-2pm),1,252.16,15,22,25,0,5.5,3.5,Rainy,Medium,0,0,0,Delivered
Jun-24,Saturday,Biryani,Website,UPI,Dinner (8-11pm),4,1224.36,0,32,39,0,7.8,3.5,Clear,Low,1,0,1,Refunded
Dec-23,Wednesday,Desserts,Zomato,UPI,Afternoon (2-5pm),5,715.1,25,14,45,0,5.2,4.2,Cloudy,Low,1,0,0,Delivered
Sep-23,Friday,Pasta,Website,Wallet,Afternoon (2-5pm),3,1394.94,15,20,60,0,22.5,2.5,Clear,Very High,0,0,1,Cancelled
Feb-24,Wednesday,Chinese,Direct App,UPI,Evening (5-8pm),3,1257.81,10,18,54,0,2.9,4,Clear,Medium,1,0,0,Delivered
Dec-24,Sunday,Wraps & Rolls,Website,Wallet,Lunch (11am-2pm),5,855.8,10,13,30,0,13.6,3.4,Clear,High,0,0,1,Delivered
Oct-24,Wednesday,Beverages,Swiggy,UPI,Morning (7-11am),4,280.04,0,10,25,0,10.8,4.5,Clear,Medium,1,0,0,Refunded
Mar-24,Saturday,Pasta,Zomato,Debit Card,Late Night (11pm-2am),6,2396.58,0,15,64,0,24.6,2.7,Clear,Medium,3,0,0,Cancelled
Apr-23,Wednesday,Pasta,Swiggy,Cash on Delivery,Evening (5-8pm),4,1514.2,15,24,20,0,3.7,4,Cloudy,Medium,0,0,0,Delivered
Nov-24,Wednesday,South Indian,Direct App,Credit Card,Dinner (8-11pm),6,1626.3,0,20,44,0,10.5,3.7,Rainy,Low,1,0,1,Delivered
Dec-23,Saturday,Wraps & Rolls,Zomato,Credit Card,Evening (5-8pm),1,95.8,0,9,27,0,24.3,4.1,Rainy,Low,0,0,0,Delivered
Jul-23,Sunday,South Indian,Zomato,Credit Card,Late Night (11pm-2am),6,1254.54,5,14,39,0,21.8,2.7,Cloudy,High,0,1,0,Cancelled
Sep-23,Monday,Desserts,Direct App,Cash on Delivery,Lunch (11am-2pm),5,338.55,20,11,18,0,20.6,3.9,Clear,High,0,0,0,Delivered
Jan-24,Sunday,Pasta,Website,UPI,Evening (5-8pm),2,703.54,5,19,31,0,7.2,3.9,Clear,Medium,0,0,1,Delivered
Apr-23,Tuesday,Burgers,Direct App,Credit Card,Lunch (11am-2pm),3,486.66,25,18,25,0,5.1,3.9,Clear,Medium,2,0,0,Delivered
Apr-24,Monday,Burgers,Zomato,Wallet,Afternoon (2-5pm),2,350.06,0,14,44,0,17,4,Clear,Very High,0,0,0,Delivered
Nov-23,Tuesday,Chinese,Website,UPI,Evening (5-8pm),1,324.63,5,18,15,0,23.3,4.2,Cloudy,Low,0,0,0,Delivered
Dec-23,Thursday,Pasta,Swiggy,Debit Card,Morning (7-11am),6,1643.58,0,16,34,0,14.4,4.5,Cloudy,Medium,1,0,0,Delivered
Dec-23,Saturday,Burgers,Swiggy,UPI,Morning (7-11am),4,775.76,10,17,25,0,14.7,3.2,Clear,Medium,1,0,0,Delivered
Mar-23,Wednesday,Wraps & Rolls,Direct App,Credit Card,Late Night (11pm-2am),2,219.36,10,17,34,0,7.7,4.6,Clear,High,1,0,0,Delivered
Jun-24,Friday,Pasta,Swiggy,Wallet,Evening (5-8pm),6,2415.9,25,24,15,0,19.5,3.7,Rainy,Very High,1,2,1,Cancelled
Jan-24,Tuesday,Chinese,Website,Debit Card,Evening (5-8pm),5,1813.7,0,15,17,0,5.5,2.7,Rainy,Medium,1,0,1,Delivered
Jun-24,Saturday,Biryani,Zomato,Credit Card,Morning (7-11am),4,1470.8,0,34,43,1,8.8,2.6,Clear,High,2,0,0,Delivered
Oct-24,Tuesday,Beverages,Direct App,Wallet,Late Night (11pm-2am),5,637.95,0,10,37,0,11.2,3.3,Stormy,High,1,0,0,Delivered
Apr-23,Saturday,Pizza,Swiggy,Wallet,Dinner (8-11pm),3,717.81,0,22,17,0,13.2,4.5,Stormy,Medium,0,0,1,Delivered
Mar-24,Wednesday,Healthy Bowls,Swiggy,Credit Card,Late Night (11pm-2am),1,429.66,5,17,20,0,6.8,4.3,Clear,Medium,0,1,0,Delivered
